sample_id,data_path,Production_Quality,Production_Complexity,Content_Enjoyment,Content_Usefulness
audiomos2025-track2-music-musiccaps_JPZlyvPNZj4,/your_path/musiccaps/JPZlyvPNZj4.wav,6.6,4.1,7.4,7.3
audiomos2025-track2-music-musiccaps_JiBAkAwK0GM,/your_path/musiccaps/JiBAkAwK0GM.wav,4.0,5.2,3.4,4.8
audiomos2025-track2-music-musiccaps_K2h6UiZSoZ4,/your_path/musiccaps/K2h6UiZSoZ4.wav,4.0,6.5,4.8,4.3
audiomos2025-track2-music-musiccaps_KChjW89XOF0,/your_path/musiccaps/KChjW89XOF0.wav,6.9,5.4,7.8,7.4
audiomos2025-track2-music-musiccaps_KWpsFxRTGkI,/your_path/musiccaps/KWpsFxRTGkI.wav,4.9,6.3,3.6,4.4
audiomos2025-track2-music-musiccaps_KXRngbBe0bg,/your_path/musiccaps/KXRngbBe0bg.wav,6.2,4.9,5.0,5.8
audiomos2025-track2-music-musiccaps_KabP9iNokps,/your_path/musiccaps/KabP9iNokps.wav,4.3,5.4,5.1,4.1
audiomos2025-track2-music-musiccaps_Ki7Bxz1CThI,/your_path/musiccaps/Ki7Bxz1CThI.wav,4.2,4.4,4.4,4.4
audiomos2025-track2-music-musiccaps_KlD1u-EDx_g,/your_path/musiccaps/KlD1u-EDx_g.wav,7.7,6.4,6.7,7.5
audiomos2025-track2-music-musiccaps_KmBaE7ozWow,/your_path/musiccaps/KmBaE7ozWow.wav,6.3,6.3,6.9,5.9
audiomos2025-track2-music-musiccaps_KurvLmoKCog,/your_path/musiccaps/KurvLmoKCog.wav,7.8,2.9,4.7,7.2
audiomos2025-track2-music-musiccaps_KyRJP_fDrbk,/your_path/musiccaps/KyRJP_fDrbk.wav,6.2,4.5,6.7,6.0
audiomos2025-track2-music-musiccaps_L1fxVVl_1bM,/your_path/musiccaps/L1fxVVl_1bM.wav,5.8,4.6,5.5,5.7
audiomos2025-track2-music-musiccaps_LAHWV6fZwUk,/your_path/musiccaps/LAHWV6fZwUk.wav,8.1,7.1,7.9,7.5
audiomos2025-track2-music-musiccaps_LH3mAtCou6g,/your_path/musiccaps/LH3mAtCou6g.wav,5.8,5.0,6.3,5.4
audiomos2025-track2-music-musiccaps_LM2C1eIUX9M,/your_path/musiccaps/LM2C1eIUX9M.wav,5.5,5.2,5.9,5.3
audiomos2025-track2-music-musiccaps_LaoUSBEVHVQ,/your_path/musiccaps/LaoUSBEVHVQ.wav,6.8,2.1,4.5,6.1
audiomos2025-track2-music-musiccaps_Lg1HG6D_0Qk,/your_path/musiccaps/Lg1HG6D_0Qk.wav,4.2,7.3,4.2,3.4
audiomos2025-track2-music-musiccaps_LgKOnHwaCmg,/your_path/musiccaps/LgKOnHwaCmg.wav,5.2,6.5,5.6,4.6
audiomos2025-track2-music-musiccaps_M5sptjrboqA,/your_path/musiccaps/M5sptjrboqA.wav,4.8,5.6,4.5,4.3
audiomos2025-track2-music-musiccaps_MKXeCiPtZwo,/your_path/musiccaps/MKXeCiPtZwo.wav,5.2,5.4,5.2,4.1
audiomos2025-track2-music-musiccaps_MQ1Q7xydJPU,/your_path/musiccaps/MQ1Q7xydJPU.wav,4.7,7.4,4.2,4.1
audiomos2025-track2-music-musiccaps_MVq9PYtypy0,/your_path/musiccaps/MVq9PYtypy0.wav,4.0,6.5,4.7,4.6
audiomos2025-track2-music-musiccaps_MdYXznF3Eac,/your_path/musiccaps/MdYXznF3Eac.wav,6.3,7.0,6.3,5.3
audiomos2025-track2-music-musiccaps_MkPhe7TLLZ0,/your_path/musiccaps/MkPhe7TLLZ0.wav,6.6,5.4,4.1,5.9
audiomos2025-track2-music-musiccaps_MmqRlHntd0Q,/your_path/musiccaps/MmqRlHntd0Q.wav,6.2,7.5,5.6,5.3
audiomos2025-track2-music-musiccaps_MocXmVbat3s,/your_path/musiccaps/MocXmVbat3s.wav,4.4,6.4,4.2,3.8
audiomos2025-track2-music-musiccaps_MpjN21Z93JY,/your_path/musiccaps/MpjN21Z93JY.wav,6.3,4.3,6.5,6.6
audiomos2025-track2-music-musiccaps_NeSIT6sqLRA,/your_path/musiccaps/NeSIT6sqLRA.wav,6.0,4.5,4.1,4.9
audiomos2025-track2-music-musiccaps_NhVkzcCL0SA,/your_path/musiccaps/NhVkzcCL0SA.wav,8.2,7.9,7.7,8.0
audiomos2025-track2-music-musiccaps_Npbs_4DZgEQ,/your_path/musiccaps/Npbs_4DZgEQ.wav,5.4,2.9,4.3,5.1
audiomos2025-track2-music-musiccaps_Nuks8XFdGMk,/your_path/musiccaps/Nuks8XFdGMk.wav,7.0,2.8,6.7,7.1
audiomos2025-track2-music-musiccaps_OH8urnIthoQ,/your_path/musiccaps/OH8urnIthoQ.wav,6.5,3.9,6.8,7.0
audiomos2025-track2-music-musiccaps_OPimGlHcSRQ,/your_path/musiccaps/OPimGlHcSRQ.wav,5.3,6.8,6.4,4.9
audiomos2025-track2-music-musiccaps_OjoDuBkPDM8,/your_path/musiccaps/OjoDuBkPDM8.wav,5.7,5.7,6.6,5.9
audiomos2025-track2-music-musiccaps_Ou2rEaq28PM,/your_path/musiccaps/Ou2rEaq28PM.wav,5.2,5.7,5.2,4.5
audiomos2025-track2-music-musiccaps_P3ZPbGjHFXE,/your_path/musiccaps/P3ZPbGjHFXE.wav,5.2,7.5,5.7,4.9
audiomos2025-track2-music-musiccaps_P3aeojk4lCs,/your_path/musiccaps/P3aeojk4lCs.wav,3.9,6.2,5.7,4.8
audiomos2025-track2-music-musiccaps_P4zWSoib5BU,/your_path/musiccaps/P4zWSoib5BU.wav,7.1,5.8,6.7,5.6
audiomos2025-track2-music-musiccaps_P54hbuQLkc4,/your_path/musiccaps/P54hbuQLkc4.wav,5.9,4.0,3.9,4.8
audiomos2025-track2-music-musiccaps_PTl5ixI1Ogc,/your_path/musiccaps/PTl5ixI1Ogc.wav,7.4,5.3,7.6,7.7
audiomos2025-track2-music-musiccaps_PduP4CpaDtY,/your_path/musiccaps/PduP4CpaDtY.wav,4.3,6.2,4.4,3.9
audiomos2025-track2-music-musiccaps_PfpP3WjY118,/your_path/musiccaps/PfpP3WjY118.wav,4.6,4.1,3.6,3.3
audiomos2025-track2-music-musiccaps_Pq1jBX0RW2k,/your_path/musiccaps/Pq1jBX0RW2k.wav,7.8,4.9,6.8,7.6
audiomos2025-track2-music-musiccaps_Py8Vd0-qxYU,/your_path/musiccaps/Py8Vd0-qxYU.wav,4.7,6.7,5.4,4.9
audiomos2025-track2-music-musiccaps_PyVuHAskeUg,/your_path/musiccaps/PyVuHAskeUg.wav,7.9,5.8,8.2,8.3
audiomos2025-track2-music-musiccaps_QMoRiBjRLKc,/your_path/musiccaps/QMoRiBjRLKc.wav,6.9,3.1,6.1,7.1
audiomos2025-track2-music-musiccaps_QS3DabGF41Y,/your_path/musiccaps/QS3DabGF41Y.wav,7.3,4.3,7.5,7.3
audiomos2025-track2-music-musiccaps_QVpsAY9oR_4,/your_path/musiccaps/QVpsAY9oR_4.wav,5.3,5.4,4.9,5.2
audiomos2025-track2-music-musiccaps_QrJVAHIkpCo,/your_path/musiccaps/QrJVAHIkpCo.wav,6.1,6.2,4.9,5.3
audiomos2025-track2-music-musiccaps_QtjMlA_7dds,/your_path/musiccaps/QtjMlA_7dds.wav,6.1,6.7,6.5,5.8
audiomos2025-track2-music-musiccaps_QvwD7NEg3Mw,/your_path/musiccaps/QvwD7NEg3Mw.wav,5.8,6.7,6.4,6.6
audiomos2025-track2-music-musiccaps_R3urUtvSgkU,/your_path/musiccaps/R3urUtvSgkU.wav,2.9,6.1,2.1,2.1
audiomos2025-track2-music-musiccaps_REpuZwvyThM,/your_path/musiccaps/REpuZwvyThM.wav,6.6,4.7,6.8,6.8
audiomos2025-track2-music-musiccaps_RIiN9Ed1fqU,/your_path/musiccaps/RIiN9Ed1fqU.wav,5.2,7.1,4.2,3.7
audiomos2025-track2-music-musiccaps_RM0RELBtdfc,/your_path/musiccaps/RM0RELBtdfc.wav,7.3,3.2,5.8,6.7
audiomos2025-track2-music-musiccaps_RSryuuvUfDM,/your_path/musiccaps/RSryuuvUfDM.wav,6.6,4.7,7.1,6.8
audiomos2025-track2-music-musiccaps_Rwt8j_USbWI,/your_path/musiccaps/Rwt8j_USbWI.wav,7.0,6.6,5.6,5.3
audiomos2025-track2-music-musiccaps_S7igso5_MBE,/your_path/musiccaps/S7igso5_MBE.wav,8.2,1.7,7.2,8.0
audiomos2025-track2-music-musiccaps_SBeC9TISHz8,/your_path/musiccaps/SBeC9TISHz8.wav,6.6,6.4,6.5,6.3
audiomos2025-track2-music-musiccaps_SGcjdZ19R1k,/your_path/musiccaps/SGcjdZ19R1k.wav,4.6,7.4,5.2,4.3
audiomos2025-track2-music-musiccaps_SJ9TY-iqD9Q,/your_path/musiccaps/SJ9TY-iqD9Q.wav,5.0,6.4,5.3,3.8
audiomos2025-track2-music-musiccaps_Sj5MQtqDw8Y,/your_path/musiccaps/Sj5MQtqDw8Y.wav,4.0,7.4,5.0,3.3
audiomos2025-track2-music-musiccaps_SkIDF7iNJQE,/your_path/musiccaps/SkIDF7iNJQE.wav,7.5,5.4,7.1,7.5
audiomos2025-track2-music-musiccaps_Sp3T_x3SGzQ,/your_path/musiccaps/Sp3T_x3SGzQ.wav,7.3,5.3,7.0,6.6
audiomos2025-track2-music-musiccaps_SwaqANBpZGY,/your_path/musiccaps/SwaqANBpZGY.wav,4.4,6.6,4.9,4.6
audiomos2025-track2-music-musiccaps_T0tyLNN7SKA,/your_path/musiccaps/T0tyLNN7SKA.wav,6.6,5.0,5.4,6.2
audiomos2025-track2-music-musiccaps_T7bG4kIEw-M,/your_path/musiccaps/T7bG4kIEw-M.wav,4.8,6.0,4.6,4.0
audiomos2025-track2-music-musiccaps_T9fk99yqwN4,/your_path/musiccaps/T9fk99yqwN4.wav,6.3,3.1,5.1,5.3
audiomos2025-track2-music-musiccaps_TKSFbf-wQ8I,/your_path/musiccaps/TKSFbf-wQ8I.wav,3.9,6.1,3.6,3.8
audiomos2025-track2-music-musiccaps_TLMEsc_42Gw,/your_path/musiccaps/TLMEsc_42Gw.wav,5.4,4.5,6.3,5.4
audiomos2025-track2-music-musiccaps_TPdqEmS1Dr0,/your_path/musiccaps/TPdqEmS1Dr0.wav,3.8,5.8,3.5,3.5
audiomos2025-track2-music-musiccaps_TbA_TZn35LA,/your_path/musiccaps/TbA_TZn35LA.wav,4.2,7.2,5.2,4.7
audiomos2025-track2-music-musiccaps_TgCv5a22YUU,/your_path/musiccaps/TgCv5a22YUU.wav,3.6,6.1,3.5,3.2
audiomos2025-track2-music-musiccaps_TrvI6t4pAP0,/your_path/musiccaps/TrvI6t4pAP0.wav,7.6,6.8,5.8,6.7
audiomos2025-track2-music-musiccaps_Ts3ZcUaELzA,/your_path/musiccaps/Ts3ZcUaELzA.wav,6.4,2.7,6.5,6.2
audiomos2025-track2-music-musiccaps_U4MdEIQcZxs,/your_path/musiccaps/U4MdEIQcZxs.wav,5.9,6.6,3.4,4.5
audiomos2025-track2-music-musiccaps_U6aLiMIlqCc,/your_path/musiccaps/U6aLiMIlqCc.wav,3.0,6.5,3.8,3.5
audiomos2025-track2-music-musiccaps_UFyOGqmITjM,/your_path/musiccaps/UFyOGqmITjM.wav,6.0,5.8,6.4,6.0
audiomos2025-track2-music-musiccaps_UJAk1nNdo1I,/your_path/musiccaps/UJAk1nNdo1I.wav,4.7,5.1,5.1,4.9
audiomos2025-track2-music-musiccaps_UVMBRVJTvzg,/your_path/musiccaps/UVMBRVJTvzg.wav,4.5,6.0,4.5,4.5
audiomos2025-track2-music-musiccaps_UcabTrKowlI,/your_path/musiccaps/UcabTrKowlI.wav,8.5,7.0,7.8,8.0
audiomos2025-track2-music-musiccaps_UfZP677y3Dc,/your_path/musiccaps/UfZP677y3Dc.wav,4.0,6.1,3.0,3.5
audiomos2025-track2-music-musiccaps_UoGXR3V5Mro,/your_path/musiccaps/UoGXR3V5Mro.wav,4.8,6.1,4.2,4.0
audiomos2025-track2-music-musiccaps_UrgzGbGVV8I,/your_path/musiccaps/UrgzGbGVV8I.wav,8.4,6.5,7.6,7.7
audiomos2025-track2-music-musiccaps_UsHtZ7Bzi0s,/your_path/musiccaps/UsHtZ7Bzi0s.wav,7.3,7.3,5.9,7.3
audiomos2025-track2-music-musiccaps_UxrAsZ7Z09Y,/your_path/musiccaps/UxrAsZ7Z09Y.wav,3.0,6.4,1.6,2.2
audiomos2025-track2-music-musiccaps_V4YUpQKeKD4,/your_path/musiccaps/V4YUpQKeKD4.wav,5.5,4.2,4.2,5.3
audiomos2025-track2-music-musiccaps_VJ-dpTx_3Cg,/your_path/musiccaps/VJ-dpTx_3Cg.wav,7.6,6.7,7.6,7.6
audiomos2025-track2-music-musiccaps_VJ1RqPqF9O4,/your_path/musiccaps/VJ1RqPqF9O4.wav,8.3,6.3,7.4,7.9
audiomos2025-track2-music-musiccaps_VMWW9OX1EJM,/your_path/musiccaps/VMWW9OX1EJM.wav,7.7,7.0,6.4,7.2
audiomos2025-track2-music-musiccaps_Vbx6TFxSPYY,/your_path/musiccaps/Vbx6TFxSPYY.wav,6.1,3.6,3.6,6.1
audiomos2025-track2-music-musiccaps_VfEJHqtsuIo,/your_path/musiccaps/VfEJHqtsuIo.wav,6.1,7.1,6.3,5.9
audiomos2025-track2-music-musiccaps_W00eTCOgUNs,/your_path/musiccaps/W00eTCOgUNs.wav,4.6,6.5,4.9,4.2
audiomos2025-track2-music-musiccaps_W2KaBnoGxek,/your_path/musiccaps/W2KaBnoGxek.wav,7.7,5.3,7.5,7.4
audiomos2025-track2-music-musiccaps_W3DwueAy65k,/your_path/musiccaps/W3DwueAy65k.wav,2.3,5.8,2.3,2.4
audiomos2025-track2-music-musiccaps_WY73T0xaY0A,/your_path/musiccaps/WY73T0xaY0A.wav,5.9,4.9,4.8,5.8
audiomos2025-track2-music-musiccaps_Wdl7A3de0L4,/your_path/musiccaps/Wdl7A3de0L4.wav,5.9,3.4,6.4,6.7
audiomos2025-track2-music-musiccaps_We9P_UcHNk8,/your_path/musiccaps/We9P_UcHNk8.wav,7.7,2.6,8.1,8.1
audiomos2025-track2-music-musiccaps_WhEd8h7J0Lk,/your_path/musiccaps/WhEd8h7J0Lk.wav,6.4,6.4,5.1,5.9
audiomos2025-track2-music-musiccaps_WhX3jQxHZWc,/your_path/musiccaps/WhX3jQxHZWc.wav,4.8,4.5,6.2,4.7
audiomos2025-track2-music-musiccaps_Wh_g-Eiw9Kc,/your_path/musiccaps/Wh_g-Eiw9Kc.wav,4.8,6.2,4.2,4.6
audiomos2025-track2-music-musiccaps_Wvg5rlMbjJc,/your_path/musiccaps/Wvg5rlMbjJc.wav,7.9,7.3,6.8,7.3
audiomos2025-track2-music-musiccaps_X1KJfb5xhr4,/your_path/musiccaps/X1KJfb5xhr4.wav,5.1,5.8,5.1,4.6
audiomos2025-track2-music-musiccaps_XHczpbtBhk4,/your_path/musiccaps/XHczpbtBhk4.wav,4.6,7.7,4.3,3.3
audiomos2025-track2-music-musiccaps_XJXn88r9ys8,/your_path/musiccaps/XJXn88r9ys8.wav,7.0,7.2,6.6,7.3
audiomos2025-track2-music-musiccaps_XKp670Yh0E0,/your_path/musiccaps/XKp670Yh0E0.wav,6.4,5.9,7.2,6.3
audiomos2025-track2-music-musiccaps_XXdPZMsrBd4,/your_path/musiccaps/XXdPZMsrBd4.wav,6.6,4.4,5.9,6.2
audiomos2025-track2-music-musiccaps_XYOnq7ju7o0,/your_path/musiccaps/XYOnq7ju7o0.wav,6.5,5.9,5.4,5.7
audiomos2025-track2-music-musiccaps_X_nfMNpw9SA,/your_path/musiccaps/X_nfMNpw9SA.wav,7.4,3.0,7.1,7.5
audiomos2025-track2-music-musiccaps_Xe59DpKa-O4,/your_path/musiccaps/Xe59DpKa-O4.wav,5.5,6.9,3.2,4.6
audiomos2025-track2-music-musiccaps_XjGm3Bn4j5k,/your_path/musiccaps/XjGm3Bn4j5k.wav,3.0,6.1,1.8,2.1
audiomos2025-track2-music-musiccaps_XjrVSk0_4vc,/your_path/musiccaps/XjrVSk0_4vc.wav,4.9,7.2,5.1,4.2
audiomos2025-track2-music-musiccaps_XzRxO8n3WRE,/your_path/musiccaps/XzRxO8n3WRE.wav,4.3,2.6,3.0,3.2
audiomos2025-track2-music-musiccaps_Y3WXrp3JFxU,/your_path/musiccaps/Y3WXrp3JFxU.wav,4.2,5.0,3.0,3.4
audiomos2025-track2-music-musiccaps_YErpnsceZw8,/your_path/musiccaps/YErpnsceZw8.wav,4.3,4.8,5.0,5.1
audiomos2025-track2-music-musiccaps_YODoF8e7Jlk,/your_path/musiccaps/YODoF8e7Jlk.wav,5.9,6.3,4.8,6.2
audiomos2025-track2-music-musiccaps_YSrTtw6ku2E,/your_path/musiccaps/YSrTtw6ku2E.wav,2.6,6.5,2.0,2.7
audiomos2025-track2-music-musiccaps_Yd8JBTdUvrw,/your_path/musiccaps/Yd8JBTdUvrw.wav,7.4,2.2,4.1,7.0
audiomos2025-track2-music-musiccaps_YddV91xnUz4,/your_path/musiccaps/YddV91xnUz4.wav,6.2,6.9,6.9,7.1
audiomos2025-track2-music-musiccaps_YqAsph_ouRM,/your_path/musiccaps/YqAsph_ouRM.wav,3.9,6.1,2.2,3.4
audiomos2025-track2-music-musiccaps_YyYEzAY2e2I,/your_path/musiccaps/YyYEzAY2e2I.wav,6.6,2.9,3.8,6.0
audiomos2025-track2-music-musiccaps_ZFimyfPWltk,/your_path/musiccaps/ZFimyfPWltk.wav,6.4,7.0,6.8,6.1
audiomos2025-track2-music-musiccaps_ZOzavOPeuJQ,/your_path/musiccaps/ZOzavOPeuJQ.wav,7.7,7.2,6.8,7.5
audiomos2025-track2-music-musiccaps_ZV_ZbmjPpkw,/your_path/musiccaps/ZV_ZbmjPpkw.wav,5.7,4.0,6.2,6.0
audiomos2025-track2-music-musiccaps_ZX2fVPmUidA,/your_path/musiccaps/ZX2fVPmUidA.wav,5.6,7.2,5.8,6.2
audiomos2025-track2-music-musiccaps_ZfSlWX1C8yY,/your_path/musiccaps/ZfSlWX1C8yY.wav,5.5,5.2,4.6,4.8
audiomos2025-track2-music-musiccaps_ZgooDijn2as,/your_path/musiccaps/ZgooDijn2as.wav,5.8,6.6,6.2,4.9
audiomos2025-track2-music-musiccaps_ZqnbgQeeRbM,/your_path/musiccaps/ZqnbgQeeRbM.wav,4.2,6.2,4.2,3.8
audiomos2025-track2-music-musiccaps_ZsmxO0wnqdQ,/your_path/musiccaps/ZsmxO0wnqdQ.wav,5.0,4.7,5.7,5.0
audiomos2025-track2-music-musiccaps_Zxyfhub6nV4,/your_path/musiccaps/Zxyfhub6nV4.wav,4.9,2.6,4.5,5.2
audiomos2025-track2-music-musiccaps_ZzyWbehtt0M,/your_path/musiccaps/ZzyWbehtt0M.wav,6.9,7.2,7.1,6.6
audiomos2025-track2-music-musiccaps__1woPC5HWSg,/your_path/musiccaps/_1woPC5HWSg.wav,3.4,7.4,3.4,2.6
audiomos2025-track2-music-musiccaps__78P-0zWJtg,/your_path/musiccaps/_78P-0zWJtg.wav,5.5,6.9,5.9,5.6
audiomos2025-track2-music-musiccaps__AVegKwklcg,/your_path/musiccaps/_AVegKwklcg.wav,8.2,6.6,8.3,7.4
audiomos2025-track2-music-musiccaps__JTHtcRHxnw,/your_path/musiccaps/_JTHtcRHxnw.wav,6.5,2.4,5.9,6.9
audiomos2025-track2-music-musiccaps__yWsqs9FOnU,/your_path/musiccaps/_yWsqs9FOnU.wav,7.9,4.2,7.4,7.4
audiomos2025-track2-music-musiccaps_a4jcJ7QZ-OQ,/your_path/musiccaps/a4jcJ7QZ-OQ.wav,5.5,5.9,5.5,5.3
audiomos2025-track2-music-musiccaps_aGMdcxeF6Ak,/your_path/musiccaps/aGMdcxeF6Ak.wav,4.0,6.6,4.6,4.1
audiomos2025-track2-music-musiccaps_aPafZ1Mx-BE,/your_path/musiccaps/aPafZ1Mx-BE.wav,3.0,5.3,2.8,2.6
audiomos2025-track2-music-musiccaps_a_r8wKJ8ePw,/your_path/musiccaps/a_r8wKJ8ePw.wav,5.2,4.4,6.3,5.6
audiomos2025-track2-music-musiccaps_ad6UhYwTXXQ,/your_path/musiccaps/ad6UhYwTXXQ.wav,4.1,3.6,3.9,3.5
audiomos2025-track2-music-musiccaps_apA0IY_5-2g,/your_path/musiccaps/apA0IY_5-2g.wav,3.8,6.5,3.7,3.2
audiomos2025-track2-music-musiccaps_axqtExFY5-s,/your_path/musiccaps/axqtExFY5-s.wav,4.7,4.3,4.3,3.8
audiomos2025-track2-music-musiccaps_b8okzVltB5Q,/your_path/musiccaps/b8okzVltB5Q.wav,5.1,7.1,5.4,4.6
audiomos2025-track2-music-musiccaps_b9yT3nGcD_I,/your_path/musiccaps/b9yT3nGcD_I.wav,8.5,6.2,8.2,8.3
audiomos2025-track2-music-musiccaps_bTuKGXDrqdQ,/your_path/musiccaps/bTuKGXDrqdQ.wav,5.0,4.6,3.8,4.6
audiomos2025-track2-music-musiccaps_bZuXMxR2S4U,/your_path/musiccaps/bZuXMxR2S4U.wav,7.3,4.4,6.8,6.9
audiomos2025-track2-music-musiccaps_bf8JlTKzOs8,/your_path/musiccaps/bf8JlTKzOs8.wav,7.5,7.2,6.7,7.5
audiomos2025-track2-music-musiccaps_bkQrvXXIRng,/your_path/musiccaps/bkQrvXXIRng.wav,4.7,5.3,4.2,4.5
audiomos2025-track2-music-musiccaps_bl8PgmZ9iOc,/your_path/musiccaps/bl8PgmZ9iOc.wav,5.9,4.9,5.2,4.8
audiomos2025-track2-music-musiccaps_bpKbpKZB0Q0,/your_path/musiccaps/bpKbpKZB0Q0.wav,5.5,6.3,5.5,4.5
audiomos2025-track2-music-musiccaps_bpaq5wQKOkU,/your_path/musiccaps/bpaq5wQKOkU.wav,6.7,5.2,5.8,6.6
audiomos2025-track2-music-musiccaps_c-8SLUH5pp4,/your_path/musiccaps/c-8SLUH5pp4.wav,3.9,3.9,2.7,4.0
audiomos2025-track2-music-musiccaps_cGUhG5PZp0A,/your_path/musiccaps/cGUhG5PZp0A.wav,4.2,6.5,4.6,3.5
audiomos2025-track2-music-musiccaps_cHGziT0hrZU,/your_path/musiccaps/cHGziT0hrZU.wav,7.2,7.1,7.7,7.8
audiomos2025-track2-music-musiccaps_cWvkOY6OKss,/your_path/musiccaps/cWvkOY6OKss.wav,5.5,3.4,4.3,5.3
audiomos2025-track2-music-musiccaps_caFMauLQvd4,/your_path/musiccaps/caFMauLQvd4.wav,6.6,4.9,4.5,6.2
audiomos2025-track2-music-musiccaps_ciJOulWFhfA,/your_path/musiccaps/ciJOulWFhfA.wav,5.2,6.3,5.2,4.6
audiomos2025-track2-music-musiccaps_clefr8E-iZQ,/your_path/musiccaps/clefr8E-iZQ.wav,7.6,6.5,7.7,7.7
audiomos2025-track2-music-musiccaps_cqeVEFFzz7E,/your_path/musiccaps/cqeVEFFzz7E.wav,7.5,7.8,5.4,5.2
audiomos2025-track2-music-musiccaps_dPM24O4my-Q,/your_path/musiccaps/dPM24O4my-Q.wav,6.1,6.5,4.1,5.5
audiomos2025-track2-music-musiccaps_duMRKOb4E2w,/your_path/musiccaps/duMRKOb4E2w.wav,6.2,4.8,5.1,5.8
audiomos2025-track2-music-musiccaps_e4EwrAN6lvU,/your_path/musiccaps/e4EwrAN6lvU.wav,4.8,7.1,4.8,4.1
audiomos2025-track2-music-musiccaps_eWGGj4duzIo,/your_path/musiccaps/eWGGj4duzIo.wav,5.8,5.7,6.6,5.4
audiomos2025-track2-music-musiccaps_eZrrzGgTpfk,/your_path/musiccaps/eZrrzGgTpfk.wav,5.4,6.1,5.4,4.1
audiomos2025-track2-music-musiccaps_ehJKd9HLA04,/your_path/musiccaps/ehJKd9HLA04.wav,5.6,4.0,4.9,4.9
audiomos2025-track2-music-musiccaps_eiFyXXqd9Rk,/your_path/musiccaps/eiFyXXqd9Rk.wav,6.0,5.7,6.9,6.1
audiomos2025-track2-music-musiccaps_etmmUjsRNRs,/your_path/musiccaps/etmmUjsRNRs.wav,5.8,6.5,6.6,6.1
audiomos2025-track2-music-musiccaps_f3l6KnC8930,/your_path/musiccaps/f3l6KnC8930.wav,4.7,6.3,4.3,2.5
audiomos2025-track2-music-musiccaps_f6H0TMWDaZg,/your_path/musiccaps/f6H0TMWDaZg.wav,4.8,4.5,4.6,4.9
audiomos2025-track2-music-musiccaps_f6wrXzvByrg,/your_path/musiccaps/f6wrXzvByrg.wav,7.9,6.3,7.0,7.7
audiomos2025-track2-music-musiccaps_f8fUFmjqXZo,/your_path/musiccaps/f8fUFmjqXZo.wav,5.0,4.8,3.9,5.1
audiomos2025-track2-music-musiccaps_fDMbNCdGXBc,/your_path/musiccaps/fDMbNCdGXBc.wav,4.2,4.2,4.7,3.6
audiomos2025-track2-music-musiccaps_fEHsR679g1M,/your_path/musiccaps/fEHsR679g1M.wav,5.2,6.7,5.7,5.2
audiomos2025-track2-music-musiccaps_fKni4PUSxu4,/your_path/musiccaps/fKni4PUSxu4.wav,6.7,5.0,7.2,6.8
audiomos2025-track2-music-musiccaps_fSJ4qAPHaVM,/your_path/musiccaps/fSJ4qAPHaVM.wav,6.0,4.2,5.9,6.0
audiomos2025-track2-music-musiccaps_fWfQxB2pVrc,/your_path/musiccaps/fWfQxB2pVrc.wav,6.9,6.1,7.2,7.4
audiomos2025-track2-music-musiccaps_fWypK9RHJJI,/your_path/musiccaps/fWypK9RHJJI.wav,7.1,6.9,7.0,7.2
audiomos2025-track2-music-musiccaps_fZjQBgPD1Ys,/your_path/musiccaps/fZjQBgPD1Ys.wav,5.9,7.2,7.1,6.1
audiomos2025-track2-music-musiccaps_fsTVRca31nI,/your_path/musiccaps/fsTVRca31nI.wav,6.9,6.4,7.5,7.3
audiomos2025-track2-music-musiccaps_g-ghr5fAVpE,/your_path/musiccaps/g-ghr5fAVpE.wav,5.7,3.0,3.8,5.0
audiomos2025-track2-music-musiccaps_g8XTU3OalGs,/your_path/musiccaps/g8XTU3OalGs.wav,7.0,3.5,7.5,7.1
audiomos2025-track2-music-musiccaps_gAURHUoIK0M,/your_path/musiccaps/gAURHUoIK0M.wav,4.8,5.0,5.0,4.2
audiomos2025-track2-music-musiccaps_gDnJoHpSL4M,/your_path/musiccaps/gDnJoHpSL4M.wav,5.2,5.0,3.1,4.2
audiomos2025-track2-music-musiccaps_gNjeps3EbJA,/your_path/musiccaps/gNjeps3EbJA.wav,5.2,6.9,6.0,5.2
audiomos2025-track2-music-musiccaps_gjujPd1lP8E,/your_path/musiccaps/gjujPd1lP8E.wav,7.0,6.5,5.7,6.0
audiomos2025-track2-music-musiccaps_gqROBgF7_DU,/your_path/musiccaps/gqROBgF7_DU.wav,4.1,2.5,1.6,4.0
audiomos2025-track2-music-musiccaps_gsBXngKgy-Q,/your_path/musiccaps/gsBXngKgy-Q.wav,4.7,7.8,4.8,4.2
audiomos2025-track2-music-musiccaps_h2f_CKjQQg8,/your_path/musiccaps/h2f_CKjQQg8.wav,5.6,6.9,6.0,5.0
audiomos2025-track2-music-musiccaps_hBT0bbJl1dU,/your_path/musiccaps/hBT0bbJl1dU.wav,6.6,5.7,7.4,6.9
audiomos2025-track2-music-musiccaps_hbqdthlv6CU,/your_path/musiccaps/hbqdthlv6CU.wav,3.9,5.6,5.1,4.7
audiomos2025-track2-music-musiccaps_hk-1KRWTM-4,/your_path/musiccaps/hk-1KRWTM-4.wav,5.8,4.9,6.0,5.7
audiomos2025-track2-music-musiccaps_iCIa_pmLDqs,/your_path/musiccaps/iCIa_pmLDqs.wav,5.9,2.2,7.6,6.5
